Row,Name,Assembly Length,# Genes,Published
1509,Mucor endophyticus,"34,997,769","11,445","Lebreton A et al., 2020"
1510,Mucor fuscus,"40,604,092","12,311","Lebreton A et al., 2020"
1511,Mucor heterogamus NRRL 1489 v1.0,"54,487,678","14,998",
1512,Mucor lanceolatus,"43,423,002","10,644","Lebreton A et al., 2020"
1513,Mucor lusitanicus (circinelloides) MU402 v1.0,"36,817,399","11,843","Navarro-Mendoza MI et al., 2019"
1514,Mucor lusitanicus CBS277.49 v3.0,"36,611,222","11,616","Lax C et al., 2024"
1515,Mucor mucedo NRRL 3635 v1.0,"46,091,836","14,052","Wang Y et al., 2023"
1516,Mucor piriformis NRRL 3318 v1.0,"33,490,687","11,449",
1517,Mucor racemosus,"46,924,235","11,269","Lebreton A et al., 2020"
1518,Multifurca ochricompacta BPL690 v1.0,"54,697,930","10,514","Looney B et al., 2022"
1519,Mutinus elegans ME.BST v1.0,"52,778,615","14,626",
1520,Myceliophthora heterothallica CBS 202.75 v1.0,"35,441,645","9,222",
1521,Myceliophthora heterothallica CBS 203.75 v1.0,"35,358,904","10,061",
1522,Myceliophthora similis CBS 632.67 v1.0,"31,812,524","9,392",
1524,Mycena albidolilacea CBHHK002 v1.0,"126,717,228","36,941","Harder CB et al., 2024"
1525,Mycena alexandri CBHHK200 v1.0,"132,306,732","32,245","Harder CB et al., 2024"
1527,Mycena belliae CBHHK173m v1.0,"56,444,626","18,074","Harder CB et al., 2024"
1529,Mycena crocata CBHHK184 v1.0,"93,990,387","30,221","Harder CB et al., 2024"
1531,Mycena filopes CBHHK001 v1.0,"112,004,863","29,152","Harder CB et al., 2024"
1532,Mycena floridula CBHHK072 v1.0,"118,533,562","29,475","Harder CB et al., 2024"
1534,Mycena galopus ATCC-62051 v1.0,"211,361,780","49,694","Miyauchi S et al., 2020"
1535,Mycena haematopus CBHHK189 v1.0,"62,806,267","20,804","Harder CB et al., 2024"
1537,Mycena leptocephala CBHHK5/15 v1.0,"377,319,499","75,907","Harder CB et al., 2024"
1539,Mycena metata CBHHK182m v1.0,"164,113,792","41,473","Harder CB et al., 2024"
1541,Mycena polygramma CBHHK137 v1.0,"132,253,541","39,088","Harder CB et al., 2024"
1543,Mycena rebaudengoi CBHHK068 v1.0,"218,590,756","52,308","Harder CB et al., 2024"
1545,Mycena sanguinolenta CBHHK176m v1.0,"115,408,990","34,875","Harder CB et al., 2024"
1547,Mycena vitilis CBHHK169m v1.0,"83,665,095","27,952","Harder CB et al., 2024"
1549,Mycocalia denudata CBS 494.85 v1.0,"72,666,472","13,474","Kraisitudomsook N et al., 2024"
1550,Mycosphaerella eumusae CBS 114824,"47,119,461","12,632","Chang TC et al., 2016"
1552,Mycothermus thermophilus CBS 62091,"26,958,892","7,749",
1554,Mycotypha africana NRRL 2978 v1.0,"29,202,882","10,917","Chang Y et al., 2022"
1556,Myriangiaceae sp. NC1570 v1.0,"24,765,939","9,767",
1558,Myrothecium inundatum CBS 120646 v1.0,"39,207,821","13,553",
1560,Mytilinidion resinicola CBS 304.34 v1.0,"47,275,052","16,794","Haridas S et al., 2020"
1562,Nadsonia fulvescens var. elongata DSM 6958 v1.0,"13,746,944","5,657","Riley R et al., 2016"
1564,Naganishia vishniacii ANT03-052 v1.1,"19,679,091","6,711","Nizovoy P et al., 2021"
1566,Nakaseomyces bacillisporus CBS 7720,"10,993,726","5,086","Gabaldón T et al., 2013"
1568,Nakazawaea wickerhamii NRRL Y-2563,"10,857,285","5,490","Krassowski T et al., 2018"
1570,Naohidea sebacea CBS 8477 (P95) v1.0,"20,431,960","10,410",
1571,Naumovozyma castellii CBS 4309,"11,219,539","5,592","Gordon JL et al., 2011"
1572,Naumovozyma dairenensis CBS 421,"13,527,580","5,548","Gordon JL et al., 2011"
1573,Nectriopsis sporangicola NRRL 22127 v1.0,"25,479,315","8,044",
1575,Nemania diffusa NC0034 v1.0,"51,522,393","12,570","Franco MEE et al., 2022"
1576,Nemania maritima AZJU v1.0,"39,271,528","9,556",
1577,Nemania serpens AK0226 v1.0,"43,199,662","10,924","Franco MEE et al., 2022"
1579,Nemania serpens CBS 679.86 v1.0,"48,887,256","12,184","Franco MEE et al., 2022"
1581,Nemania sp. FL0916 v1.0,"45,465,408","11,921","Franco MEE et al., 2022"
1582,Nemania sp. NC0429 v1.0,"47,847,351","11,703","Franco MEE et al., 2022"
1584,Nematocida parisii ERTm1,"4,071,346","2,661","Cuomo CA et al., 2012"
1586,Neocallimastix constans G3 v1.0,"187,118,973","23,663",
1588,Neocallimastix sp. Gf-Ma3-1 v1.0,"209,503,801","28,646",
1590,Neofusicoccum brasiliense LGMF1535 v1.0,"43,237,266","14,003",
1591,Neofusicoccum parvum UCRNP2,"42,592,847","10,366","Blanco-Ulate B et al., 2013"
1592,Neolecta irregularis DAH-1 v1.0,"14,591,686","6,674","Nguyen TA et al., 2017"
1593,Neolentinus lepideus v1.0,"35,640,188","13,164","Nagy LG et al., 2016"
1595,Neopestalotiopsis sp. LGMF1551 v1.0,"48,355,850","12,019",
1597,Neosartorya fischeri NRRL 181,"32,551,711","10,406","Arnaud MB et al., 2012"
1599,"Neurospora crassa FGSC2225 Mauriceville-1cA (aka ""MV"") v1.0","41,182,001","9,807",
1600,"Neurospora crassa FGSC2489 74-OR23-1VA (aka ""74A"") v3.0","41,632,519","9,913",
1601,Neurospora crassa FGSC4200 (ORS6a) v2.0,"41,683,309","10,792",
1602,"Neurospora crassa FGSC4200 ORS-SL6a (aka ""ORS6a"") v3.0","41,683,309","9,909",
1604,Neurospora crassa OR74A v2.0,"41,037,538","10,785","Galagan JE et al., 2003"
1606,Neurospora discreta FGSC 8579 mat A,"37,302,679","9,948",
1607,"Neurospora discreta FGSC8579 Belen (aka ""W683"") v2.0","37,252,066","9,473",
1609,Neurospora hispaniola FGSC 10403 v1.0,"40,807,401","10,446","Hensen N et al., 2023"
1611,"Neurospora perkinsii FGSC10406 Liberville (aka ""CV-79"") v1.0","43,536,217","9,867",
1612,Neurospora tetrasperma FGSC 2508 mat A v2.0,"39,146,357","10,380","Ellison CE et al., 2011"
1613,Neurospora tetrasperma FGSC 2509 mat a v1.0,"39,126,702","11,192","Ellison CE et al., 2011"
1615,Nia vibrissa CBS 119815 v1.0,"26,355,186","10,400",
1617,Niesslia exilis CBS 358.70 v1.0,"35,381,739","13,499",
1618,Nosema apis BRL 01,"8,569,501","2,764","Chen Yp et al., 2013"
1620,Nosema ceranae BRL01,"7,860,219","2,060","Cornman RS et al., 2009"
1622,Obelidium mucronatum JEL802 v1.0,"49,458,483","15,468","Amses KR et al., 2022"
1624,Ogataea parapolymorpha DL-1,"8,874,589","5,325","Ravin NV et al., 2013"
1625,Ogataea polymorpha NCYC 495 leu1.1 v2.0,"8,974,850","5,177","Riley R et al., 2016"
1627,Oidium neolycopersici UMSG2,"41,983,253","6,851","Wu Y et al., 2018"
1629,Olpidium bornovanus UBC F19785,"28,245,108","8,477","Chang Y et al., 2021"
1631,Onnia scaura P-53A v1.0,"37,098,055","12,895",
1633,Ophiocordyceps australis Map64,"23,324,075","8,171","de Bekker C et al., 2017"
1635,Ophiocordyceps kimflemingae SC16a,"23,913,698","8,577","de Bekker C et al., 2015"
1636,Ophiocordyceps sinensis IOZ07,"110,880,992","9,961","Shu R et al., 2020"
1638,Ophiostoma piceae CECT20416 v2.0,"32,082,332","8,857","Santos-Pascual R et al., 2023"
1640,Ophiostoma piliferum,"27,257,965","8,564",
1642,Ordospora colligata OC4,"2,290,528","1,820","Pombert JF et al., 2015"
1644,Orpinomyces sp.,"100,954,185","18,936","Youssef NH et al., 2013"
1645,Oudemansiella mucida CBS 558.79 v1.0,"61,732,987","18,562","Ruiz-Dueñas FJ et al., 2021"
1646,Pachysolen tannophilus NRRL Y-2460 v1.2,"12,597,116","5,675","Riley R et al., 2016"
1647,Paecilomyces niveus CO7 v1.0,"36,022,454","10,584","Biango-Daniels MN et al., 2018"
1648,Paecilomyces variotii CBS 101075 v1.0,"30,105,809","9,270","Urquhart AS et al., 2018"
1649,Paecilomyces variotii CBS144490 HYG1 v1.0,"32,365,222","9,230","Urquhart AS et al., 2018"
1651,Panellus stipticus KUC8834 v1.1,"53,167,499","15,860",
1652,Panellus stipticus LUM v1.0,"57,176,556","16,771",
1653,Panus rudis PR-1116 ss-1 v1.0,"36,358,364","13,568","Hage H et al., 2021"
1654,Papiliotrema laurentii 5307AH v1.0,"19,510,785","7,537","Roman VA et al., 2024"
1655,Paracoccidioides brasiliensis Pb03,"29,059,745","7,876","Desjardins CA et al., 2011"
1657,Paracoccidioides lutzii Pb01,"32,925,248","8,826","Desjardins CA et al., 2011"
1659,Parafenestella ontariensis EI-6 v1.0,"34,134,849","12,041",
1660,Paraglomus occultum DAOM 240472,"44,932,488","9,286","Malar C M et al., 2022"
1661,Paragyrodon sphaerosporus FC442 v2.0,"41,914,842","11,162",
1663,Paraphoma chrysanthemicola MPI-GEGE-AT-0034 v1.0,"40,663,325","15,089","Mesny F et al., 2021"
1665,Paraphoma fimeti UNK v1.0,"36,161,661","13,045",
1667,Parapyrenis maritima CBS 538.93 v1.0,"28,204,474","9,855",
1669,Parathielavia appendiculata CBS 731.68 v1.0,"32,737,472","11,942","Hensen N et al., 2023"
1671,Parauncinula polyspora,"28,016,241","6,046","Frantzeskakis L et al., 2019"
1673,Paxillus adelphus Ve08.2h10 v2.0,"64,458,135","18,999","Kohler A et al., 2015"
1675,Paxillus involutus ATCC 200175 v1.0,"58,301,126","17,968","Kohler A et al., 2015"
1676,Pecoramyces sp. F1,"106,834,627","17,740","Li Y et al., 2019"
1677,Penicillium antarcticum DTO 356-E5 v1.0,"30,741,530","11,610",
1679,Penicillium arizonense CBS 141311,"33,729,052","12,253","Grijseels S et al., 2016"
1680,Penicillium atramentosum RS17 v1.0,"32,736,673","10,990",
1682,Penicillium biforme ITEM 15300 v1.0,"35,451,459","12,781","Visagie CM et al., 2023"
1684,Penicillium biforme ITEM 18567 v1.0,"36,351,907","12,867",
1686,Penicillium bilaiae ITEM 18278 v1.0,"35,794,339","12,387",
1687,Penicillium brasilianum MG11,"35,888,622","11,943","Horn F et al., 2015"
1689,Penicillium brevicompactum AgRF18 v1.0,"31,680,764","12,343",
1691,Penicillium camemberti FM 013,"35,011,981","14,418","Cheeseman K et al., 2014"
1692,Penicillium canescens ATCC 10419 v1.0,"33,260,822","12,374",
1694,Penicillium chrysogenum Wisconsin 54-1255,"32,223,735","13,671","van den Berg MA et al., 2008"
1696,Penicillium citreonigrum cont 1189274 v1.0,"34,507,973","12,602",
1698,Penicillium commune ITEM 16775 v1.0,"32,788,342","11,761",
1700,Penicillium coprophilum IBT 31321,"28,360,408","8,999","Nielsen JC et al., 2017"
1702,Penicillium crustosum ITEM 16721 v1.0,"31,185,228","11,506",
1704,Penicillium cvjetkovicii ITEM 18317 v1.0,"25,624,726","9,657","Visagie CM et al., 2023"
1706,Penicillium digitatum PHI26,"25,956,151","9,118","Marcet-Houben M et al., 2012"
1708,Penicillium discolor ITEM 17420 v1.0,"32,579,979","11,550",
1710,Penicillium expansum ITEM 16756 v1.0,"32,036,851","11,555",
1711,Penicillium expansum d1,"32,065,046","11,023","Ballester AR et al., 2015"
1713,Penicillium flavigenum IBT 14082,"32,903,267","10,994","Nielsen JC et al., 2017"
1714,Penicillium flavigenum ITEM 17421 v1.0,"33,385,890","12,081",
1716,Penicillium fructuariae-cellae ITEM 18276 v1.0,"32,555,923","10,677",
1718,Penicillium gravinicasei ITEM 17411 v1.0,"26,082,551","9,714",
1720,Penicillium italicum PHI-1,"30,164,421","9,996","Ballester AR et al., 2015"
1722,Penicillium jugoslavicum ITEM 17442 v1.0,"38,437,391","13,606",
1724,Penicillium malodoratum CBS 490.65 v1.0,"28,367,822","9,113",
1726,Penicillium nalgiovense ITEM 18323 v1.0,"32,219,217","11,894",
1728,Penicillium occitanis CL100,"36,251,488","11,231","Bravo-Ruiz G et al., 2017"
1730,Penicillium paneum ITEM 17133 v1.0,"26,935,117","9,954",
1732,Penicillium polonicum IBT 4502,"32,376,562","10,694","Nielsen JC et al., 2017"
1734,Penicillium raistrickii ATCC 10490 v1.0,"31,444,823","11,368",
1736,Penicillium roqueforti FM164,"29,010,044","12,319","Cheeseman K et al., 2014"
1738,Penicillium roqueforti ITEM 16744 v1.0,"29,282,264","10,720",
1740,Penicillium salamii ITEM 15291 v1.0,"33,351,685","12,504",
1742,Penicillium solitum IBT 30036 v1.0,"31,749,581","11,843",
1743,Penicillium solitum ITEM 18327 v1.0,"34,176,791","12,589","Visagie CM et al., 2023"
1745,Penicillium sp. NC0857 v1.0,"25,598,829","9,624",
1747,Penicillium subrubescens FBCC1632 / CBS132785,"39,803,164","14,188","Peng M et al., 2017"
1749,Penicillium thymicola DAOMC 180753 v1.0,"33,877,935","12,467","Nguyen HDT et al., 2016"
1751,Peniophora sp. CONTA v1.0,"48,435,708","18,999",
1752,Peniophora sp. v1.0,"46,030,792","18,952","Nagy LG et al., 2016"
1754,Perenniporia subacida PersubVin-SM18 v1.0,"81,173,357","15,188",
1756,Pestalotiopsis fici W106-1,"51,910,726","15,413","Wang X et al., 2015"
1757,Pestalotiopsis sp. ATCC 11816 v1.0,"50,975,316","15,865",
1758,Pestalotiopsis sp. NC0098 v1.0,"46,406,735","15,180","Franco MEE et al., 2022"
1760,Peziza echinospora CBS 144458 v1.0,"63,768,826","10,991","Steindorff AS et al., 2022"
1761,Phaeoacremonium aleophilum UCRPA7,"47,465,449","8,834","Blanco-Ulate B et al., 2013"
1763,Phaeomoniella chlamydospora UCRPC4,"27,513,354","6,907","Morales-Cruz A et al., 2015"
1764,Phaeomoniellales sp. NC0930 v1.0,"39,284,845","13,036",
1765,Phaeosolenia platensis CBS 268.64 v1.0,"59,053,793","16,000",
1766,Phaeosphaeria poagena MPI-PUGE-AT-0046c v1.0,"34,077,024","12,804","Mesny F et al., 2021"
1767,Phaeosphaeriaceae sp. PMI_808 v1.0,"56,370,691","15,864",
1769,Phakopsora pachyrhizi MT2006 v1.0,"1,057,430,280","19,618","Gupta YK et al., 2023"
1770,Phakopsora pachyrhizi UFV02 v2.1,"1,273,655,505","22,467","Gupta YK et al., 2023"
1772,Phanerochaete chrysosporium RP-78 v2.2,"35,149,519","13,602","Ohm RA et al., 2014"
1774,Phanerochaete chrysosporium RP-78 v4.0,"33,908,445","12,256",
1776,Phellinus ferrugineofuscus SpK3Phefer14 v1.0,"36,888,899","11,139",
1778,Phellinus noxius FFPRI411160,"31,444,514","9,820","Chung CL et al., 2017"
1779,Phellinus viticola PhevitSig-SM15 v1.0,"59,359,618","13,824",
1781,Phialemonium atrogriseum 8032-3 v1.0,"33,593,884","11,400","Hensen N et al., 2023"
1782,Phialemonium globosum LMS 16-13 v1.0,"33,104,628","10,647",
1784,Phialocephala scopiformis 5WS22E1 v1.0,"48,876,257","18,573","Walker AK et al., 2016"
1786,Phialophora attae CBS 131958,"30,363,635","11,848","Moreno LF et al., 2015"
1788,Phlebia centrifuga FBCC195,"34,848,156","13,785","Mäkelä MR et al., 2018"
1790,Phlebia subcretacea OMC74 v1.0,"52,671,058","14,886",
1791,Phlebiopsis gigantea v1.0,"30,143,925","11,891","Hori C et al., 2014"
1793,Phlegmacium glaucopus AT 2004 276 v2.0,"63,450,306","20,377","Miyauchi S et al., 2020"
1794,Phleogena faginea OMC 1709 v1.0,"61,418,375","13,022",
1796,Pholiota conissans CIRM-BRFM 674 v1.0,"43,955,553","16,589","Ruiz-Dueñas FJ et al., 2021"
1798,Pholiota sp. NL-8118 v1.0,"86,484,769","18,143",
1799,Phoma multirostrata 7a v1.0,"33,277,225","12,099",
1801,Phycomyces blakesleeanus L51 v1.0,"62,087,297","12,627","Lax C et al., 2024"
1803,Phycomyces blakesleeanus UBC1 v1.0,"41,020,740","11,981",
1805,Phycomyces nitens S607 v1.0,"35,560,626","11,669",
1806,Phycomyces nitens S608 v1.0,"37,678,874","11,985","Chang Y et al., 2022"
1807,Phycomyces nitens S609 v1.0,"36,991,456","11,877",
1809,Phyllosticta capitalensis CBS 117118 v1.0,"33,036,347","10,926",
1810,Phyllosticta capitalensis CBS 123374 v1.0,"32,816,367","11,105",
1811,Phyllosticta capitalensis CBS 128856 v1.0,"32,461,131","12,063","Guarnaccia V et al., 2019"
1813,Phyllosticta capitalensis CBS 356.52 v1.0,"32,767,725","10,910",
1814,Phyllosticta citriasiana CBS 120426 v2.0,"33,767,235","10,291",
1815,Phyllosticta citriasiana CBS 120486 v1.0,"32,696,106","11,368","Guarnaccia V et al., 2019"
1816,Phyllosticta citriasiana CBS 123371 v2.0,"33,270,502","10,048",
1817,Phyllosticta citribraziliensis CBS 100098 v1.0,"31,670,975","11,101","Guarnaccia V et al., 2019"
1818,Phyllosticta citribraziliensis CPC 17464 v1.0,"31,354,043","10,696",
1819,Phyllosticta citricarpa CBS 102373 v1.0,"30,928,160","10,074",
1820,Phyllosticta citricarpa CBS 111.20 v1.0,"29,845,321","10,148",
1821,Phyllosticta citricarpa CBS 122482 v1.0,"30,007,393","10,085",
1822,Phyllosticta citricarpa CBS 122670 v1.0,"30,430,812","10,297",
1823,Phyllosticta citricarpa CBS 127454 v1.0,"28,952,665","11,088","Guarnaccia V et al., 2019"
1824,Phyllosticta citricarpa CBS 131864 v1.0,"30,494,376","10,219",
1825,Phyllosticta citricarpa CBS 141352 v1.0,"30,431,666","10,176",
1826,Phyllosticta citricarpa CPC 16586 v1.0,"30,755,040","10,231",
1827,Phyllosticta citrichinaensis CBS 129764 v1.0,"29,528,840","10,228","Buijs VA et al., 2022"
1829,Phyllosticta paracitricarpa CBS 141357 v1.0,"29,529,839","11,081","Guarnaccia V et al., 2019"
1830,Phyllosticta paracitricarpa CBS 141358 v1.0,"30,827,934","10,064",
1832,Pichia kudriavzevii CBS573,"10,812,555","5,140","Douglass AP et al., 2018"
1834,Pichia membranifaciens v2.0,"11,584,685","5,546","Riley R et al., 2016"
1836,Picoa lefebvrei Pl1701 v1.0,"166,305,171","16,310",
1838,Pilaira anomala RSA1997 v1.0,"34,898,111","12,817","Chang Y et al., 2022"
1840,Piloderma byssinum 4S31 v1.0,"94,846,070","22,629",
1842,Piloderma sphaerosporum 354 v1.0,"71,854,530","20,118",
1844,Piptocephalis cylindrospora RSA 2659 single-cell v3.0,"10,748,607","4,301","Ahrendt SR et al., 2018"
1846,Piriformospora indica DSM 11827 from MPI,"24,979,981","11,767","Zuccaro A et al., 2011"
1848,Piromyces sp. E2 v1.0,"71,019,055","14,648","Haitjema CH et al., 2017"
1849,Piromyces sp. UH3-1 v2.0,"84,096,456","16,867",
1851,Pisolithus capsulifer 3163 v1.0,"49,780,365","12,849",
1852,Pisolithus croceorrhizus ssp. 2 72 v1.0,"76,507,182","15,058","Plett JM et al., 2023"
1854,Pisolithus marmoratus 721 v1.0,"77,720,273","17,850",
1856,Pisolithus microcarpus 441 v2.0,"77,250,852","16,766","Kohler A et al., 2015"
1858,Pisolithus sp. B1 v1.0,"64,705,422","12,451","Plett JM et al., 2023"
1860,Pisolithus tinctorius Marx 270 v2.0,"92,528,219","16,924","Kohler A et al., 2015"
1862,Plectania melastoma CBS 918.72 v1.0,"92,513,795","16,180",
1864,Plectosphaerella cucumerina MPI-SDFR-AT-0117 v2.0,"35,753,345","12,430",
1866,Pleomassaria siparia v1.0,"43,176,591","13,486","Haridas S et al., 2020"
1868,Pleosporaceae sp. PMI_138 v1.0,"39,188,540","14,035",
1869,Pleosporales sp. CORFU0007 v1.0,"47,892,557","16,306",
1871,Pleurotus ostreatus DSM 11191 v1.0,"65,989,697","12,914",
1873,Pleurotus ostreatus PC9 v1.0,"35,630,309","12,206","Alfaro M et al., 2016"
1875,Pluteus cervinus NL-1719 v1.0,"52,193,021","19,818","Varga T et al., 2019"
1877,Pneumocystis jirovecii,"8,152,515","3,520","Cissé OH et al., 2012"
1879,Pneumocystis murina B123,"7,501,343","3,623","Ma L et al., 2016"
1881,Podila clonocystis AM1000,"41,421,736","11,687","Vandepol N et al., 2020"
1883,Podila epicladia AD058,"40,828,719","11,811","Vandepol N et al., 2020"
1884,Podila epicladia KOD 1059,"38,094,216","11,339","Vandepol N et al., 2020"
1886,Podila horticola AD009,"39,961,060","12,003","Vandepol N et al., 2020"
1888,Podila humilis KOD 1050,"29,168,965","8,465","Vandepol N et al., 2020"
1889,Podila minutissima AD069,"39,396,580","11,885","Vandepol N et al., 2020"
1891,Podila verticillata AD079,"39,719,752","12,117","Vandepol N et al., 2020"
1892,Podila verticillata NRRL 2611,"39,895,005","11,691","Vandepol N et al., 2020"
1894,Podosordaria jugoyasan CBS 670.77 v1.0,"47,684,922","10,690",
1896,Podospora anserina S mat+,"35,010,595","10,588","Espagne E et al., 2008"
1898,Podospora appendiculata CBS 314.62 v1.0,"39,954,210","11,955","Hensen N et al., 2023"
1899,Podospora australis PSN309 v1.0,"37,782,204","12,016","Hensen N et al., 2023"
1900,Podospora curvicolla TEP21a v1.0,"36,697,324","13,440",
1901,Podospora decipiens PSN293 v1.0,"47,086,504","14,581","Hensen N et al., 2023"
1903,Podospora fimiseda CBS 990.96 v1.0,"36,304,237","12,263","Hensen N et al., 2023"
1905,Podospora tetraspora CBS 815.71 v1.0,"31,459,291","10,639","Vittorelli N et al., 2023"
1907,Polychytrium aggregatum JEL109 v1.0,"64,917,104","10,690","Amses KR et al., 2022"
1909,Polyplosphaeria fusca CBS 125425 v1.0,"37,009,770","15,194","Haridas S et al., 2020"
1911,Polyporus brumalis CIRM-BRFM 1820 v1.0,"45,718,511","18,244","Miyauchi S et al., 2018"
1913,Polytolypa hystricis UAMH 7299,"34,692,036","9,934","Muñoz JF et al., 2018"
1915,Porodaedalea niemelaei PN71-100-IP13 v1.0,"53,340,173","14,467",
1917,Porosterum spadiceum BS34 v1.0,"85,198,711","16,879","Ben Ayed A et al., 2024"
1919,Postia placenta MAD 698-R v1.0,"90,927,236","9,113","Martinez D et al., 2009"
1921,Postia stiptica OMC1664 v1.0,"62,273,033","14,207",
1923,Protomyces inouyei,"12,201,973","7,804",
1925,Pseudocercospora (Mycosphaerella) fijiensis v2.0,"74,141,167","13,107","Arango Isaza RE et al., 2016"
1927,Pseudocercospora ulei ERN8 v1.0,"79,461,497","7,918",
1929,Pseudographis elatina,"36,124,988","11,338",
1931,Pseudogymnoascus sp. 03VT05,"33,292,581","10,252","Palmer JM et al., 2018"
1933,Pseudogymnoascus sp. VKM F-3775,"28,506,885","9,472","Leushkin EV et al., 2015"
1935,Pseudogymnoascus sp. VKM F-4514,"27,026,992","8,865","Leushkin EV et al., 2015"
1937,Pseudogymnoascus verrucosus UAMH 10579,"30,174,856","10,685","Palmer JM et al., 2018"
1939,Pseudoloma neurophilia MK1,"5,248,409","3,644","Ndikumana S et al., 2017"
1941,Pseudomicrostroma glucosiphilum gen et sp. nov. MCA 4718 v1.0,"17,184,282","6,681","Kijpornyongpan T et al., 2018"
1943,Pseudovirgaria hyperparasitica CBS 121739 v1.0,"35,440,147","11,232","Haridas S et al., 2020"
1945,Pseudozyma flocculosa PF-1,"23,305,380","6,877","Lefebvre F et al., 2013"
1947,Psilocybe cubensis v1.0,"41,302,601","13,361","Fricke J et al., 2017"
1949,Psilocybe subaeruginosa BRI183 v1.0,"117,307,411","18,502",
1951,Puccinia coronata avenae 12NC29,"166,280,221","28,270","Nazareno ES et al., 2018"
1953,Puccinia graminis f. sp. tritici 21-0 haplotype A,"88,783,524","19,164","Li F et al., 2019"
1955,Puccinia graminis f. sp. tritici Ug99 haplotype A,"91,841,532","19,772","Li F et al., 2019"
1957,Puccinia graminis f. sp. tritici v2.0,"88,644,628","15,979","Duplessis S et al., 2011"
1959,Puccinia striiformis f. sp. tritici PST-130,"64,782,816","18,021","Cantu D et al., 2011"
1961,Puccinia triticina 1-1 BBBD Race 1,"135,344,771","15,685","Cuomo CA et al., 2017"
1962,Puccinia triticina Pt76,"253,664,742","31,930",
1964,Purpureocillium lilacinum D216_34 v1.0,"46,605,405","15,350",
1966,Purpureocillium sp. UdeA0106 v1.0,"36,077,769","13,642",
1968,Pycnoporus cinnabarinus CIRM-BRFM 137 v1.0,"33,670,027","10,442","Levasseur A et al., 2014"
1970,Pycnoporus coccineus CIRM-BRFM 310 v1.0,"32,757,930","12,690","Miyauchi S et al., 2020"
1972,Pycnoporus puniceus CIRM-BRFM 1868 v1.0,"30,261,980","10,050","Miyauchi S et al., 2020"
1974,Pyrenochaeta inflorescentiae CORFU0001 v1.0,"41,526,282","14,563",
1975,Pyrenochaeta lycopersici MPI-SDFR-AT-0127 v1.0,"40,265,766","14,311","Mesny F et al., 2021"
1976,Pyrenochaeta sp. DS3sAY3a v1.0,"38,501,010","14,995","Zeiner CA et al., 2016"
1978,Pyrenophora tritici-repentis,"37,840,464","12,141","Manning VA et al., 2013"
1979,Pyricularia oryzae 70-15 v3.0,"40,491,973","12,836","Dean RA et al., 2005"
1980,Pyricularia oryzae FR0013 v1.0,"45,087,474","13,452",
1981,Pyricularia oryzae GY0011 v1.0,"41,581,832","12,197",
1982,Pyricularia oryzae TH0003 v1.0,"41,554,027","12,270",
1983,Pyronema confluens CBS100304,"50,026,054","13,367","Traeger S et al., 2013"
1984,Pyronema domesticum CBS 144463 v1.0,"58,392,066","11,812","Steindorff AS et al., 2022"
1985,Pyronema omphalodes CBS 144459 v1.0,"61,002,793","10,940","Steindorff AS et al., 2022"
1987,Rachicladosporium sp. CCFEE 5018,"44,578,567","18,892","Coleine C et al., 2017"
1989,Radulomyces confluens OMC1631 v1.0,"43,247,665","15,506",
1991,Ramicandelaber brevisporus CBS 109374 v1.0,"25,531,049","9,281","Amses KR et al., 2022"
1993,Rasamsonia emersonii NRRL 3221,"28,732,671","10,481",
1995,Resinicium bicolor OMC78 v1.0,"55,513,262","13,324",
1997,Rhexocercosporidium sp. MPI-PUGE-AT-0058 v1.0,"62,745,254","16,722","Mesny F et al., 2021"
1999,Rhizina undulata CBS 300.56 v1.0,"85,632,120","12,464",
2001,Rhizoctonia solani AG-1 IB,"47,658,641","15,157","Wibberg D et al., 2013"
2002,Rhizoctonia solani AG-3 Rhs1AP,"51,705,945","12,726","Cubeta MA et al., 2014"
2004,Rhizodiscina lignyota CBS 133067 v1.0,"33,426,352","12,801","Haridas S et al., 2020"
2006,Rhizophagus cerebriforme DAOM 227022 v1.0,"136,890,557","21,549","Morin E et al., 2019"
2007,Rhizophagus clarus HR1,"116,418,735","27,761","Kobayashi Y et al., 2018"
2009,Rhizophagus irregularis 4401,"146,854,905","20,178","Yildirir G et al., 2022"
2011,Rhizophagus irregularis A4 v1.0,"138,301,208","25,760","Chen ECH et al., 2018"
2013,Rhizophagus irregularis B3 v2.0,"146,830,121","20,098","Yildirir G et al., 2022"
2015,Rhizophagus irregularis DAOM 181602 v1.0,"91,083,792","30,282","Tisserant E et al., 2013"
2017,Rhizopogon salebrosus TDB-379 v1.0,"82,288,552","18,900",
2019,Rhizopogon vesiculosus Smith,"43,809,644","14,218","Mujic AB et al., 2017"
2021,Rhizopogon vulgaris FC72 v1.0,"39,902,050","11,905",
2023,Rhizopus microsporus ATCC11559 v2.0,"27,394,811","10,700",
2025,Rhizopus microsporus var. microsporus ATCC52813 v1.0,"25,972,395","10,905","Mondo SJ et al., 2017"
2027,Rhizopus stolonifer NRRL 66455 v1.0,"40,441,112","14,342",
2029,Rhodocollybia butyracea AH 40177 v1.0,"96,282,412","22,870","Ruiz-Dueñas FJ et al., 2021"
2031,Rhodofomes roseus CIRM-BRFM 1785 v1.0,"38,369,625","12,986","Hage H et al., 2021"
2033,Rhodosporidium glutinis ATCC 204091 v1.0,"20,478,880","7,374","Paul D et al., 2014"
